kanji,joyo_index,radical,strokes,grade,year_added,english_meaning,on_kana,on_romaji,kun_kana,kun_romaji,unicode,svg_file,heisig_number,heisig_keyword
舎,844,舌,8,5,,cottage,シャ,sha,,,u820e,u820e.svg,,
者,845,老,8,3,,someone,シャ,sha,もの,mono,u8005,u8005.svg,,
射,846,寸,10,6,,shoot,シャ,sha,い-る,i-ru,u5c04,u5c04.svg,,
捨,847,手,11,6,,throw away,シャ,sha,す-てる,su-teru,u6368,u6368.svg,,
赦,848,赤,11,S,,pardon,シャ,sha,,,u8d66,u8d66.svg,,
斜,849,斗,11,S,,diagonal,シャ,sha,なな-め,nana-me,u659c,u659c.svg,,
煮,850,火,12,S,,boil,シャ,sha,に-る、に-える、に-やす,"ni-ru, ni-eru, ni-yasu",u716e,u716e.svg,,
遮,851,辵,14,S,1981,intercept,シャ,sha,さえぎ-る,saegi-ru,u906e,u906e.svg,,
謝,852,言,17,5,,apologize,シャ,sha,あやま-る,ayama-ru,u8b1d,u8b1d.svg,,
邪,853,邑,8,S,,wicked,ジャ,ja,,,u90aa,u90aa.svg,,
蛇,854,虫,11,S,1981,snake,ジャ、ダ,"ja, da",へび,hebi,u86c7,u86c7.svg,,
尺,855,尸,4,6,,shaku,シャク,shaku,,,u5c3a,u5c3a.svg,,
借,856,人,10,4,,borrow,シャク,shaku,か-りる,ka-riru,u501f,u501f.svg,,
酌,857,酉,10,S,1981,bartending,シャク,shaku,く-む,ku-mu,u914c,u914c.svg,,
釈,858,釆,11,S,,explanation,シャク,shaku,,,u91c8,u91c8.svg,,
爵,859,爪,17,S,,baron,シャク,shaku,,,u7235,u7235.svg,,
若,860,艸,8,6,,young,ジャク、（ニャク）,"jaku, (nyaku)",わか-い、も-しくは,"waka-i, mo-shikuha",u82e5,u82e5.svg,,
弱,861,弓,10,2,,weak,ジャク,jaku,よわ-い、よわ-る、よわ-まる、よわ-める,"yowa-i, yowa-ru, yowa-maru, yowa-meru",u5f31,u5f31.svg,,
寂,862,宀,11,S,,loneliness,ジャク、（セキ）,"jaku, (seki)",さび、さび-しい、さび-れる,"sabi, sabi-shii, sabi-reru",u5bc2,u5bc2.svg,,
手,863,手,4,1,,hand,シュ,shu,て、（た）,"te, (ta)",u624b,u624b.svg,,
主,864,丶,5,3,,master,シュ、（ス）,"shu, (su)",ぬし、おも,"nushi, omo",u4e3b,u4e3b.svg,,
守,865,宀,6,3,,protect,シュ、（ス）,"shu, (su)",まも-る、も-り,"mamo-ru, mo-ri",u5b88,u5b88.svg,,
朱,866,木,6,S,,vermilion,シュ,shu,,,u6731,u6731.svg,,
取,867,又,8,3,,take,シュ,shu,と-る,to-ru,u53d6,u53d6.svg,,
狩,868,犬,9,S,,hunt,シュ,shu,か-る、か-り,"ka-ru, ka-ri",u72e9,u72e9.svg,,
首,869,首,9,2,,neck,シュ,shu,くび,kubi,u9996,u9996.svg,,
殊,870,歹,10,S,,particularly,シュ,shu,こと,koto,u6b8a,u6b8a.svg,,
珠,871,玉,10,S,,pearl,シュ,shu,,,u73e0,u73e0.svg,,
酒,872,酉,10,3,,alcoholic drink,シュ,shu,さけ、（さか）,"sake, (saka)",u9152,u9152.svg,,
腫,873,肉,13,S,2010,tumor,シュ,shu,は-れる、は-らす,"ha-reru, ha-rasu",u816b,u816b.svg,,
種,874,禾,14,4,,kind,シュ,shu,たね,tane,u7a2e,u7a2e.svg,,
趣,875,走,15,S,,gist,シュ,shu,おもむき,omomuki,u8da3,u8da3.svg,,
寿,876,士,7,S,,longevity,ジュ,ju,ことぶき,kotobuki,u5bff,u5bff.svg,,
受,877,又,8,3,,accept,ジュ,ju,う-ける、う-かる,"u-keru, u-karu",u53d7,u53d7.svg,,
呪,878,口,8,S,2010,curse,ジュ,ju,のろ-う,noro-u,u546a,u546a.svg,,
授,879,手,11,5,,instruct,ジュ,ju,さず-ける、さず-かる,"sazu-keru, sazu-karu",u6388,u6388.svg,,
需,880,雨,14,S,,demand,ジュ,ju,,,u9700,u9700.svg,,
儒,881,人,16,S,,Confucian,ジュ,ju,,,u5112,u5112.svg,,
樹,882,木,16,6,,trees,ジュ,ju,,,u6a39,u6a39.svg,,
収,883,攴,4,6,,take in,シュウ,shū,おさ-める、おさ-まる,"osa-meru, osa-maru",u53ce,u53ce.svg,,
囚,884,囗,5,S,,captured,シュウ,shū,,,u56da,u56da.svg,,
州,885,巛,6,3,,state,シュウ,shū,す,su,u5dde,u5dde.svg,,
舟,886,舟,6,S,,boat,シュウ,shū,ふね、（ふな）,"fune, (funa)",u821f,u821f.svg,,
秀,887,禾,7,S,,excel,シュウ,shū,ひい-でる,hii-deru,u79c0,u79c0.svg,,
周,888,口,8,4,,circumference,シュウ,shū,まわ-り,mawa-ri,u5468,u5468.svg,,
宗,889,宀,8,6,,religion,シュウ、ソウ,"shū, sō",,,u5b97,u5b97.svg,,
拾,890,手,9,3,,pick up,シュウ、ジュウ,"shū, jū",ひろ-う,hiro-u,u62fe,u62fe.svg,,
秋,891,禾,9,2,,autumn,シュウ,shū,あき,aki,u79cb,u79cb.svg,,
臭,892,自,9,S,,stinking,シュウ,shū,くさ-い、にお-う,"kusa-i, nio-u",u81ed,u81ed.svg,,
修,893,人,10,5,,discipline,シュウ、（シュ）,"shū, (shu)",おさ-める、おさ-まる,"osa-meru, osa-maru",u4fee,u4fee.svg,,
袖,894,衣,10,S,2010,sleeve,シュウ,shū,そで,sode,u8896,u8896.svg,,
終,895,糸,11,3,,end,シュウ,shū,お-わる、お-える,"o-waru, o-eru",u7d42,u7d42.svg,,
羞,896,羊,11,S,2010,feel ashamed,シュウ,shū,,,u7f9e,u7f9e.svg,,
習,897,羽,11,3,,learn,シュウ,shū,なら-う,nara-u,u7fd2,u7fd2.svg,,
週,898,辵,11,2,,week,シュウ,shū,,,u9031,u9031.svg,,
就,899,尢,12,6,,concerning,シュウ、（ジュ）,"shū, (ju)",つ-く、つ-ける,"tsu-ku, tsu-keru",u5c31,u5c31.svg,,
衆,900,血,12,6,,masses,シュウ、（シュ）,"shū, (shu)",,,u8846,u8846.svg,,
集,901,隹,12,3,,collect,シュウ,shū,あつ-まる、あつ-める、つど-う,"atsu-maru, atsu-meru, tsudo-u",u96c6,u96c6.svg,,
愁,902,心,13,S,,distress,シュウ,shū,うれ-える、うれ-い,"ure-eru, ure-i",u6101,u6101.svg,,
酬,903,酉,13,S,,repay,シュウ,shū,,,u916c,u916c.svg,,
醜,904,酉,17,S,,ugly,シュウ,shū,みにく-い,miniku-i,u919c,u919c.svg,,
蹴,905,足,19,S,2010,kick,シュウ,shū,け-る,ke-ru,u8e74,u8e74.svg,,
襲,906,衣,22,S,,attack,シュウ,shū,おそ-う,oso-u,u8972,u8972.svg,,
十,907,十,2,1,,ten,ジュウ、ジッ,"jū, ji'",とお、と,"too, to",u5341,u5341.svg,,
汁,908,水,5,S,1981,soup,ジュウ,jū,しる,shiru,u6c41,u6c41.svg,,
充,909,儿,6,S,,allot,ジュウ,jū,あ-てる,a-teru,u5145,u5145.svg,,
住,910,人,7,3,,dwelling,ジュウ,jū,す-む、す-まう,"su-mu, su-mau",u4f4f,u4f4f.svg,,
柔,911,木,9,S,,tender,ジュウ、ニュウ,"jū, nyū",やわ-らか、やわ-らかい,"yawa-raka, yawa-rakai",u67d4,u67d4.svg,,
重,912,里,9,3,,heavy,ジュウ、チョウ,"jū, chō",え、おも-い、かさ-ねる、かさ-なる,"e, omo-i, kasa-neru, kasa-naru",u91cd,u91cd.svg,,
従,913,彳,10,6,,obey,ジュウ、（ショウ）、（ジュ）,"jū, (shō), (ju)",したが-う、したが-える,"shitaga-u, shitaga-eru",u5f93,u5f93.svg,,
渋,914,水,11,S,,astringent,ジュウ,jū,しぶ、しぶ-い、しぶ-る,"shibu, shibu-i, shibu-ru",u6e0b,u6e0b.svg,,
銃,915,金,14,S,,gun,ジュウ,jū,,,u9283,u9283.svg,,
獣,916,犬,16,S,,animal,ジュウ,jū,けもの,kemono,u7363,u7363.svg,,
縦,917,糸,16,6,,vertical,ジュウ,jū,たて,tate,u7e26,u7e26.svg,,
叔,918,又,8,S,,uncle,シュク,shuku,,,u53d4,u53d4.svg,,
祝,919,示,9,4,,celebrate,シュク、（シュウ）,"shuku, (shū)",いわ-う,iwa-u,u795d,u795d.svg,,
宿,920,宀,11,3,,inn,シュク,shuku,やど、やど-る、やど-す,"yado, yado-ru, yado-su",u5bbf,u5bbf.svg,,
淑,921,水,11,S,,graceful,シュク,shuku,,,u6dd1,u6dd1.svg,,
粛,922,聿,11,S,,solemn,シュク,shuku,,,u7c9b,u7c9b.svg,,
縮,923,糸,17,6,,shrink,シュク,shuku,ちぢ-む、ちぢ-まる、ちぢ-める、ちぢ-れる、ちぢ-らす,"chiji-mu, chiji-maru, chiji-meru, chiji-reru, chiji-rasu",u7e2e,u7e2e.svg,,
塾,924,土,14,S,1981,cram school,ジュク,juku,,,u587e,u587e.svg,,
熟,925,火,15,6,,ripen,ジュク,juku,う-れる,u-reru,u719f,u719f.svg,,
出,926,凵,5,1,,exit,シュツ、（スイ）,"shutsu, (sui)",で-る、だ-す,"de-ru, da-su",u51fa,u51fa.svg,,
述,927,辵,8,5,,mention,ジュツ,jutsu,の-べる,no-beru,u8ff0,u8ff0.svg,,
術,928,行,11,5,,art,ジュツ,jutsu,,,u8853,u8853.svg,,
俊,929,人,9,S,,genius,シュン,shun,,,u4fca,u4fca.svg,,
春,930,日,9,2,,springtime,シュン,shun,はる,haru,u6625,u6625.svg,,
瞬,931,目,18,S,,wink,シュン,shun,またた-く,matata-ku,u77ac,u77ac.svg,,
旬,932,日,6,S,,10-day period (of the month),ジュン、（シュン）,"jun, (shun)",,,u65ec,u65ec.svg,,
巡,933,巛,6,S,,patrol,ジュン,jun,めぐ-る,megu-ru,u5de1,u5de1.svg,,
盾,934,目,9,S,,shield,ジュン,jun,たて,tate,u76fe,u76fe.svg,,
准,935,冫,10,S,,quasi-,ジュン,jun,,,u51c6,u51c6.svg,,
殉,936,歹,10,S,,martyrdom,ジュン,jun,,,u6b89,u6b89.svg,,
純,937,糸,10,6,,genuine,ジュン,jun,,,u7d14,u7d14.svg,,
循,938,彳,12,S,,sequential,ジュン,jun,,,u5faa,u5faa.svg,,
順,939,頁,12,4,,obey,ジュン,jun,,,u9806,u9806.svg,,
準,940,水,13,5,,standard,ジュン,jun,,,u6e96,u6e96.svg,,
潤,941,水,15,S,,wet,ジュン,jun,うるお-う、うるお-す、うる-む,"uruo-u, uruo-su, uru-mu",u6f64,u6f64.svg,,
遵,942,辵,15,S,,abide by,ジュン,jun,,,u9075,u9075.svg,,
処,943,虍,5,6,,dispose,ショ,sho,,,u51e6,u51e6.svg,,
初,944,刀,7,4,,first,ショ,sho,はじ-め、はじ-めて、はつ、うい、そ-める,"haji-me, haji-mete, hatsu, ui, so-meru",u521d,u521d.svg,,
所,945,戶,8,3,,place,ショ,sho,ところ,tokoro,u6240,u6240.svg,,
書,946,曰,10,2,,write,ショ,sho,か-く,ka-ku,u66f8,u66f8.svg,,
庶,947,广,11,S,,commoner,ショ,sho,,,u5eb6,u5eb6.svg,,
暑,948,日,12,3,,hot,ショ,sho,あつ-い,atsu-i,u6691,u6691.svg,,
署,949,网,13,6,,government office,ショ,sho,,,u7f72,u7f72.svg,,
緒,950,糸,14,S,,thong,ショ、（チョ）,"sho, (cho)",お,o,u7dd2,u7dd2.svg,,
諸,951,言,15,6,,various,ショ,sho,,,u8af8,u8af8.svg,,
女,952,女,3,1,,woman,ジョ、ニョ、（ニョウ）,"jo, nyo, (nyō)",おんな、め,"onna, me",u5973,u5973.svg,,
如,953,女,6,S,,likeness,ジョ、ニョ,"jo, nyo",,,u5982,u5982.svg,,
助,954,力,7,3,,help,ジョ,jo,たす-ける、たす-かる、すけ,"tasu-keru, tasu-karu, suke",u52a9,u52a9.svg,,
序,955,广,7,5,,preface,ジョ,jo,,,u5e8f,u5e8f.svg,,
叙,956,攴,9,S,,confer,ジョ,jo,,,u53d9,u53d9.svg,,
徐,957,彳,10,S,,gradually,ジョ,jo,,,u5f90,u5f90.svg,,
除,958,阜,10,6,,exclude,ジョ、（ジ）,"jo, (ji)",のぞ-く,nozo-ku,u9664,u9664.svg,,
小,959,小,3,1,,small,ショウ,shō,ちい-さい、こ、お,"chii-sai, ko, o",u5c0f,u5c0f.svg,,
升,960,十,4,S,,measuring box,ショウ,shō,ます,masu,u5347,u5347.svg,,
少,961,小,4,2,,few,ショウ,shō,すく-ない、すこ-し,"suku-nai, suko-shi",u5c11,u5c11.svg,,
召,962,口,5,S,,summon,ショウ,shō,め-す,me-su,u53ec,u53ec.svg,,
匠,963,匚,6,S,,artisan,ショウ,shō,,,u5320,u5320.svg,,
床,964,广,7,S,,bed,ショウ,shō,とこ、ゆか,"toko, yuka",u5e8a,u5e8a.svg,,
抄,965,手,7,S,,extract,ショウ,shō,,,u6284,u6284.svg,,
肖,966,肉,7,S,,resemblance,ショウ,shō,,,u8096,u8096.svg,,
尚,967,小,8,S,1981,esteem,ショウ,shō,,,u5c1a,u5c1a.svg,,
招,968,手,8,5,,beckon,ショウ,shō,まね-く,mane-ku,u62db,u62db.svg,,
承,969,手,8,6,,acquiesce,ショウ,shō,うけたまわ-る,uketamawa-ru,u627f,u627f.svg,,
昇,970,日,8,S,,rise up,ショウ,shō,のぼ-る,nobo-ru,u6607,u6607.svg,,
松,971,木,8,4,,pine,ショウ,shō,まつ,matsu,u677e,u677e.svg,,
沼,972,水,8,S,,marsh,ショウ,shō,ぬま,numa,u6cbc,u6cbc.svg,,
昭,973,日,9,3,,shining,ショウ,shō,,,u662d,u662d.svg,,
宵,974,宀,10,S,1981,wee hours,ショウ,shō,よい,yoi,u5bb5,u5bb5.svg,,
将,975,寸,10,6,,leader,ショウ,shō,,,u5c06,u5c06.svg,,
消,976,水,10,3,,extinguish,ショウ,shō,き-える、け-す,"ki-eru, ke-su",u6d88,u6d88.svg,,
症,977,疒,10,S,,symptoms,ショウ,shō,,,u75c7,u75c7.svg,,
祥,978,示,10,S,,auspicious,ショウ,shō,,,u7965,u7965.svg,,
称,979,禾,10,S,,appellation,ショウ,shō,,,u79f0,u79f0.svg,,
笑,980,竹,10,4,,laugh,ショウ,shō,わら-う、え-む,"wara-u, e-mu",u7b11,u7b11.svg,,
唱,981,口,11,4,,chant,ショウ,shō,とな-える,tona-eru,u5531,u5531.svg,,
商,982,口,11,3,,sell,ショウ,shō,あきな-う,akina-u,u5546,u5546.svg,,
渉,983,水,11,S,,ford,ショウ,shō,,,u6e09,u6e09.svg,,
章,984,立,11,3,,chapter,ショウ,shō,,,u7ae0,u7ae0.svg,,
紹,985,糸,11,S,,introduce,ショウ,shō,,,u7d39,u7d39.svg,,
訟,986,言,11,S,,sue,ショウ,shō,,,u8a1f,u8a1f.svg,,
勝,987,力,12,3,,win,ショウ,shō,か-つ、まさ-る,"ka-tsu, masa-ru",u52dd,u52dd.svg,,
掌,988,手,12,S,,manipulate,ショウ,shō,,,u638c,u638c.svg,,
晶,989,日,12,S,,sparkle,ショウ,shō,,,u6676,u6676.svg,,
焼,990,火,12,4,,bake,ショウ,shō,や-く、や-ける,"ya-ku, ya-keru",u713c,u713c.svg,,
焦,991,火,12,S,,char,ショウ,shō,こ-げる、こ-がす、こ-がれる、あせ-る,"ko-geru, ko-gasu, ko-gareru, ase-ru",u7126,u7126.svg,,
硝,992,石,12,S,,nitrate,ショウ,shō,,,u785d,u785d.svg,,
粧,993,米,12,S,,cosmetics,ショウ,shō,,,u7ca7,u7ca7.svg,,
詔,994,言,12,S,,imperial edict,ショウ,shō,みことのり,mikotonori,u8a54,u8a54.svg,,
証,995,言,12,5,,evidence,ショウ,shō,,,u8a3c,u8a3c.svg,,
象,996,豕,12,5,,elephant,ショウ、ゾウ,"shō, zō",,,u8c61,u8c61.svg,,
傷,997,人,13,6,,wound,ショウ,shō,きず、いた-む、いた-める,"kizu, ita-mu, ita-meru",u50b7,u50b7.svg,,
奨,998,大,13,S,,exhort,ショウ,shō,,,u5968,u5968.svg,,
照,999,火,13,4,,illuminate,ショウ,shō,て-る、て-らす、て-れる,"te-ru, te-rasu, te-reru",u7167,u7167.svg,,
詳,1000,言,13,S,,detailed,ショウ,shō,くわ-しい,kuwa-shii,u8a73,u8a73.svg,,
彰,1001,彡,14,S,,patent,ショウ,shō,,,u5f70,u5f70.svg,,
障,1002,阜,14,6,,hurt,ショウ,shō,さわ-る,sawa-ru,u969c,u969c.svg,,
憧,1003,心,15,S,2010,desire,ショウ,shō,あこが-れる,akoga-reru,u61a7,u61a7.svg,,
衝,1004,行,15,S,,collide,ショウ,shō,,,u885d,u885d.svg,,
賞,1005,貝,15,5,,prize,ショウ,shō,,,u8cde,u8cde.svg,,
償,1006,人,17,S,,reparation,ショウ,shō,つぐな-う,tsuguna-u,u511f,u511f.svg,,
礁,1007,石,17,S,,reef,ショウ,shō,,,u7901,u7901.svg,,
鐘,1008,金,20,S,,bell,ショウ,shō,かね,kane,u9418,u9418.svg,,
上,1009,一,3,1,,up,ジョウ、（ショウ）,"jō, (shō)",うえ、（うわ）、かみ、あ-げる、あ-がる、のぼ-る、のぼ-せる、のぼ-す,"ue, (uwa), kami, a-geru, a-garu, nobo-ru, nobo-seru, nobo-su",u4e0a,u4e0a.svg,,
丈,1010,一,3,S,,length,ジョウ,jō,たけ,take,u4e08,u4e08.svg,,
冗,1011,冖,4,S,,superfluous,ジョウ,jō,,,u5197,u5197.svg,,
条,1012,木,7,5,,clause,ジョウ,jō,,,u6761,u6761.svg,,
状,1013,犬,7,5,,form,ジョウ,jō,,,u72b6,u72b6.svg,,
乗,1014,丿,9,3,,ride,ジョウ,jō,の-る、の-せる,"no-ru, no-seru",u4e57,u4e57.svg,,
城,1015,土,9,4,,castle,ジョウ,jō,しろ,shiro,u57ce,u57ce.svg,,
浄,1016,水,9,S,,clean,ジョウ,jō,,,u6d44,u6d44.svg,,
剰,1017,刀,11,S,,surplus,ジョウ,jō,,,u5270,u5270.svg,,
常,1018,巾,11,5,,normal,ジョウ,jō,つね、とこ,"tsune, toko",u5e38,u5e38.svg,,
情,1019,心,11,5,,feelings,ジョウ、（セイ）,"jō, (sei)",なさ-け,nasa-ke,u60c5,u60c5.svg,,
場,1020,土,12,2,,place,ジョウ,jō,ば,ba,u5834,u5834.svg,,
畳,1021,田,12,S,,tatami mat,ジョウ,jō,たた-む、たたみ,"tata-mu, tatami",u7573,u7573.svg,,
蒸,1022,艸,13,6,,steam,ジョウ,jō,む-す、む-れる、む-らす,"mu-su, mu-reru, mu-rasu",u84b8,u84b8.svg,,
縄,1023,糸,15,4,1981,straw rope,ジョウ,jō,なわ,nawa,u7e04,u7e04.svg,,
壌,1024,土,16,S,1981,lot,ジョウ,jō,,,u58cc,u58cc.svg,,
嬢,1025,女,16,S,,lass,ジョウ,jō,,,u5b22,u5b22.svg,,
錠,1026,金,16,S,,lock,ジョウ,jō,,,u9320,u9320.svg,,
譲,1027,言,20,S,,defer,ジョウ,jō,ゆず-る,yuzu-ru,u8b72,u8b72.svg,,
醸,1028,酉,20,S,,brew,ジョウ,jō,かも-す,kamo-su,u91b8,u91b8.svg,,
色,1029,色,6,2,,color,ショク、シキ,"shoku, shiki",いろ,iro,u8272,u8272.svg,,
拭,1030,手,9,S,2010,wipe,ショク,shoku,ふ-く、ぬぐ-う,"fu-ku, nugu-u",u62ed,u62ed.svg,,
食,1031,食,9,2,,"eat, meal",ショク、（ジキ）,"shoku, (jiki)",く-う、く-らう、た-べる,"ku-u, ku-rau, ta-beru",u98df,u98df.svg,,
植,1032,木,12,3,,plant,ショク,shoku,う-える、う-わる,"u-eru, u-waru",u690d,u690d.svg,,
殖,1033,歹,12,S,,augment,ショク,shoku,ふ-える、ふ-やす,"fu-eru, fu-yasu",u6b96,u6b96.svg,,
飾,1034,食,13,S,,decorate,ショク,shoku,かざ-る,kaza-ru,u98fe,u98fe.svg,,
触,1035,角,13,S,,contact,ショク,shoku,ふ-れる、さわ-る,"fu-reru, sawa-ru",u89e6,u89e6.svg,,
嘱,1036,口,15,S,,entrust,ショク,shoku,,,u5631,u5631.svg,,
織,1037,糸,18,5,,weave,ショク、シキ,"shoku, shiki",お-る,o-ru,u7e54,u7e54.svg,,
職,1038,耳,18,5,,employment,ショク,shoku,,,u8077,u8077.svg,,
辱,1039,辰,10,S,,embarrass,ジョク,joku,はずかし-める,hazukashi-meru,u8fb1,u8fb1.svg,,
尻,1040,尸,5,S,2010,buttocks,,,しり,shiri,u5c3b,u5c3b.svg,,
心,1041,心,4,2,,heart,シン,shin,こころ,kokoro,u5fc3,u5fc3.svg,,
申,1042,田,5,3,,say,シン,shin,もう-す,mō-su,u7533,u7533.svg,,
伸,1043,人,7,S,,lengthen,シン,shin,の-びる、の-ばす、の-べる,"no-biru, no-basu, no-beru",u4f38,u4f38.svg,,
臣,1044,臣,7,4,,retainer,シン、ジン,"shin, jin",,,u81e3,u81e3.svg,,
芯,1045,艸,7,S,2010,core,シン,shin,,,u82af,u82af.svg,,
身,1046,身,7,3,,body,シン,shin,み,mi,u8eab,u8eab.svg,,
辛,1047,辛,7,S,,spicy,シン,shin,から-い,kara-i,u8f9b,u8f9b.svg,,
侵,1048,人,9,S,,encroach,シン,shin,おか-す,oka-su,u4fb5,u4fb5.svg,,
信,1049,人,9,4,,trust,シン,shin,,,u4fe1,u4fe1.svg,,
津,1050,水,9,S,,haven,シン,shin,つ,tsu,u6d25,u6d25.svg,,
神,1051,示,9,3,,god,シン、ジン,"shin, jin",かみ、（かん）、（こう）,"kami, (kan), (kō)",u795e,u795e.svg,,
唇,1052,口,10,S,1981,lips,シン,shin,くちびる,kuchibiru,u5507,u5507.svg,,
娠,1053,女,10,S,,with child,シン,shin,,,u5a20,u5a20.svg,,
振,1054,手,10,S,,shake,シン,shin,ふ-る、ふ-るう、ふ-れる,"fu-ru, fu-rū, fu-reru",u632f,u632f.svg,,
浸,1055,水,10,S,,immersed,シン,shin,ひた-す、ひた-る,"hita-su, hita-ru",u6d78,u6d78.svg,,
真,1056,目,10,3,,true,シン,shin,ま,ma,u771f,u771f.svg,,
針,1057,金,10,6,,needle,シン,shin,はり,hari,u91dd,u91dd.svg,,
深,1058,水,11,3,,deep,シン,shin,ふか-い、ふか-まる、ふか-める,"fuka-i, fuka-maru, fuka-meru",u6df1,u6df1.svg,,
紳,1059,糸,11,S,,sire,シン,shin,,,u7d33,u7d33.svg,,
進,1060,辵,11,3,,advance,シン,shin,すす-む、すす-める,"susu-mu, susu-meru",u9032,u9032.svg,,
森,1061,木,12,1,,forest,シン,shin,もり,mori,u68ee,u68ee.svg,,
診,1062,言,12,S,,checkup,シン,shin,み-る,mi-ru,u8a3a,u8a3a.svg,,
寝,1063,宀,13,S,,lie down,シン,shin,ね-る、ね-かす,"ne-ru, ne-kasu",u5bdd,u5bdd.svg,,
慎,1064,心,13,S,,humility,シン,shin,つつし-む,tsutsushi-mu,u614e,u614e.svg,,
新,1065,斤,13,2,,new,シン,shin,あたら-しい、あら-た、にい,"atara-shii, ara-ta, nii",u65b0,u65b0.svg,,
審,1066,宀,15,S,,examine,シン,shin,,,u5be9,u5be9.svg,,
震,1067,雨,15,S,,quake,シン,shin,ふる-う、ふる-える,"furu-u, furu-eru",u9707,u9707.svg,,
薪,1068,艸,16,S,,fuel,シン,shin,たきぎ,takigi,u85aa,u85aa.svg,,
親,1069,見,16,2,,parent,シン,shin,おや、した-しい、した-しむ,"oya, shita-shii, shita-shimu",u89aa,u89aa.svg,,
人,1070,人,2,1,,person,ジン、ニン,"jin, nin",ひと,hito,u4eba,u4eba.svg,,
刃,1071,刀,3,S,,blade,ジン,jin,は,ha,u5203,u5203.svg,,
仁,1072,人,4,6,,humanity,ジン、（ニ）,"jin, (ni)",,,u4ec1,u4ec1.svg,,
尽,1073,皿,6,S,,exhaust,ジン,jin,つ-くす、つ-きる、つ-かす,"tsu-kusu, tsu-kiru, tsu-kasu",u5c3d,u5c3d.svg,,
迅,1074,辵,6,S,,swift,ジン,jin,,,u8fc5,u8fc5.svg,,
甚,1075,甘,9,S,1981,tremendously,ジン,jin,はなは-だ、はなは-だしい,"hanaha-da, hanaha-dashii",u751a,u751a.svg,,
陣,1076,阜,10,S,,camp,ジン,jin,,,u9663,u9663.svg,,
尋,1077,寸,12,S,,inquire,ジン,jin,たず-ねる,tazu-neru,u5c0b,u5c0b.svg,,
腎,1078,肉,13,S,2010,kidney,ジン,jin,,,u814e,u814e.svg,,
須,1079,頁,12,S,2010,by all means,ス,su,,,u9808,u9808.svg,,
図,1080,囗,7,2,,diagram,ズ、ト,"zu, to",はか-る,haka-ru,u56f3,u56f3.svg,,
水,1081,水,4,1,,water,スイ,sui,みず,mizu,u6c34,u6c34.svg,,
吹,1082,口,7,S,,blow,スイ,sui,ふ-く,fu-ku,u5439,u5439.svg,,
垂,1083,土,8,6,,droop,スイ,sui,た-れる、た-らす,"ta-reru, ta-rasu",u5782,u5782.svg,,
炊,1084,火,8,S,,cook,スイ,sui,た-く,ta-ku,u708a,u708a.svg,,
帥,1085,巾,9,S,,commander,スイ,sui,,,u5e25,u5e25.svg,,
粋,1086,米,10,S,,chic,スイ,sui,いき,iki,u7c8b,u7c8b.svg,,
衰,1087,衣,10,S,,decline,スイ,sui,おとろ-える,otoro-eru,u8870,u8870.svg,,
推,1088,手,11,6,,infer,スイ,sui,お-す,o-su,u63a8,u63a8.svg,,
酔,1089,酉,11,S,,drunk,スイ,sui,よ-う,yo-u,u9154,u9154.svg,,
遂,1090,辵,12,S,,consummate,スイ,sui,と-げる,to-geru,u9042,u9042.svg,,
睡,1091,目,13,S,,drowsy,スイ,sui,,,u7761,u7761.svg,,
穂,1092,禾,15,S,,ear,スイ,sui,ほ,ho,u7a42,u7a42.svg,,
随,1093,阜,12,S,,follow,ズイ,zui,,,u968f,u968f.svg,,
髄,1094,骨,19,S,,marrow,ズイ,zui,,,u9ac4,u9ac4.svg,,
枢,1095,木,8,S,,hinge,スウ,sū,,,u67a2,u67a2.svg,,
崇,1096,山,11,S,,adore,スウ,sū,,,u5d07,u5d07.svg,,
数,1097,攴,13,2,,number,スウ、（ス）,"sū, (su)",かず、かぞ-える,"kazu, kazo-eru",u6570,u6570.svg,,
据,1098,手,11,S,1981,set,,,す-える、す-わる,"su-eru, su-waru",u636e,u636e.svg,,
杉,1099,木,7,S,1981,cedar,,,すぎ,sugi,u6749,u6749.svg,,
裾,1100,衣,13,S,2010,cuff,,,すそ,suso,u88fe,u88fe.svg,,
寸,1101,寸,3,6,,measurement,スン,sun,,,u5bf8,u5bf8.svg,,
瀬,1102,水,19,S,,rapids,,,せ,se,u702c,u702c.svg,,
是,1103,日,9,S,,just so,ゼ,ze,,,u662f,u662f.svg,,
井,1104,二,4,4,,well,セイ、（ショウ）,"sei, (shō)",い,i,u4e95,u4e95.svg,,
世,1105,一,5,3,,world,セイ、セ,"sei, se",よ,yo,u4e16,u4e16.svg,,
正,1106,止,5,1,,correct,セイ、ショウ,"sei, shō",ただ-しい、ただ-す、まさ,"tada-shii, tada-su, masa",u6b63,u6b63.svg,,
生,1107,生,5,1,,life,セイ、ショウ,"sei, shō",い-きる、い-かす、い-ける、う-まれる、う-む、お-う、は-える、は-やす、き、なま,"i-kiru, i-kasu, i-keru, u-mareru, u-mu, o-u, ha-eru, ha-yasu, ki, nama",u751f,u751f.svg,,
成,1108,戈,6,4,,become,セイ、（ジョウ）,"sei, (jō)",な-る、な-す,"na-ru, na-su",u6210,u6210.svg,,
西,1109,襾,6,2,,west,セイ、サイ,"sei, sai",にし,nishi,u897f,u897f.svg,,
