kanji,heisig_number,heisig_keyword,heisig_components,kml_primitives,primitive_count,cluster_components,collapse_to
件,1032,affair,person; cow,人,1,affair,
仕,1033,attend,person; samurai,人,1,attend,
他,1034,other,person; scorpion,人,1,other,
伏,1035,prostrated,person; chihuahua; dog; large; drop,人|丶,2,prostrated,
伝,1036,transmit,person; rising cloud; two; elbow; wall,人|一,2,transmit,
仏,1037,Buddha,buddha; person; elbow,人,1,Buddha,
休,1038,rest,person; tree; wood,人|木,2,rest,
仮,1039,provisional,sham; person; anti-; demonstration; cliff; crotch,人|cliff,2,provisional,
伎,1040,performing artist,person; branch; ten; needle; crotch,人|十,2,performing artist,
伯,1041,chief,person; white; dove,人,1,chief,
俗,1042,vulgar,person; valley; eight; umbrella; mouth,人|split|口,3,vulgar,
信,1043,faith,person; say; words; keitai; mouth,人|口,2,faith,
佳,1044,excellent,person; ivy; square jewel; soil; dirt; ground,人|土,2,excellent,
依,1045,reliant,person; cloth; clothes; clothing; garment,人,1,reliant,
例,1046,example,person; file; bones; one; ceiling; evening; sword; sabre; saber,人|一|evening,3,example,
個,1047,individual,person; harden; pent in; old; tombstone; gravestone; church; ten; needle; mouth,人|囗|十|口,4,individual,
健,1048,healthy,person; build; brush; stretch,人,1,healthy,
側,1049,side,person; rule; shell; sword; sabre; saber,人|貝|目|legs|split,5,side,
侍,1050,waiter,person; Buddhist temple; soil; dirt; ground; glue,人|土,2,waiter,
停,1051,halt,person; pavilion; tall; top hat; mouth; crown; street; nail; spike,人|lid|口,3,halt,
値,1052,price,person; straightaway; ten; needle; eye; fishhook,人|十|目,3,price,
倣,1053,emulate,person; set free; compass; direction; taskmaster,人,1,emulate,
傲,1054,arrogance,,,0,arrogance,
倒,1055,overthrow,person; arrival; climax; wall; one; ceiling; elbow; soil; dirt; ground; sword; sabre; saber,人|一|土,3,overthrow,
偵,1056,spy,person; upright; magic wand; augury; shellfish; clam; oyster; eye; animal legs; eight,人|貝|目|legs|split,5,spy,
僧,1057,Buddhist priest,buddhist priest; person; increase; formerly; horns; rice field; brains; sun;person; horns; field; sun,4,,Buddhist priest,
億,1058,hundred million,person; idea; sound; vase; stand up; sun; heart,人|日,2,hundred million,
儀,1059,ceremony,person; righteousness; sheep; ego; hand; fiesta,人,1,ceremony,
償,1060,reparation,person; prize; outhouse; small; little; crown; mouth; shellfish; clam; oyster; eye; animal legs; eight,人|小|口|貝|目|legs|split,7,reparation,
仙,1061,hermit,person; mountain,人,1,hermit,
催,1062,sponsor,person; mountain; turkey,人,1,sponsor,
仁,1063,humanity,person; two,人|一,2,humanity,
侮,1064,scorn,person; every; reclining; lying down; mother; breasts,人|女|体,3,scorn,
使,1065,use,person; history; length; stick; mouth; tucked under the arm,人|口,2,use,
便,1066,convenience,person; grow late; Ameratasu; one; ceiling; sun; tucked under the arm,人|一|日,3,convenience,
倍,1067,double,person; muzzle; vase; stand up; mouth,人|口,2,double,
優,1068,tenderness,person; melancholy; summer; head; page; crown; heart; walking legs,人,1,tenderness,
伐,1069,fell,person; fiesta,人,1,fell,
宿,1070,inn,house; person; hundred; one; ceiling; white; dove,人|一,2,inn,
傷,1071,wound,person; reclining; lying down; piggy bank; sun; piglets,人|日,2,wound,
保,1072,protect,person; dumbfounded; mouth; tree; wood,人|口|木,3,protect,
褒,1073,praise,top hat; protect; person; dumbfounded; mouth; tree; wood; scarf,lid|人|口|木,4,praise,
傑,1074,greatness,person; sunglasses; dancing legs; ballerina; evening; tree; wood,人|evening|木,3,greatness,
付,1075,adhere,person; glue,人,1,adhere,
符,1076,token,bamboo; adhere; sellotape; person; glue,人,1,token,
府,1077,municipality,borough; cave; adhere; sellotape; person; glue,人,1,municipality,
任,1078,responsibility,person; porter; drop; samurai,人|丶,2,responsibility,
賃,1079,fare,responsibility; person; porter; drop; samurai; shellfish; clam; oyster; eye; animal legs; eight,人|丶|貝|目|legs|split,6,fare,
代,1080,substitute,person; arrow,人,1,substitute,
袋,1081,sack,substitute; person; arrow; garment,人,1,sack,
貸,1082,lend,substitute; person; arrow; shellfish; clam; oyster; eye; animal legs; eight,人|貝|目|legs|split,5,lend,
化,1083,change,person; spoon; sitting on the ground,人,1,change,
花,1084,flower,flowers; change; person; spoon; sitting on the ground,人,1,flower,
貨,1085,freight,change; person; spoon; sitting on the ground; shellfish; clam; oyster; eye; animal legs; eight,人|貝|目|legs|split,5,freight,
傾,1086,lean,change; person; about that time; spoon; sitting on the ground; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,人|一|丶|貝|目|legs|split,7,lean,
何,1087,what,person; can; mouth; street; nail; spike,人|口,2,what,
荷,1088,baggage,flowers; what; person; can; mouth; street; nail; spike,人|口,2,baggage,
俊,1089,sagacious,person; streetwalker; Ministry of silly walks; John Cleese; license; elbow; human legs; walking legs,人|legs,2,sagacious,
傍,1090,bystander,person; traffic cop; fez; vase; stand up; crown; compass; direction,人,1,bystander,
俺,1091,myself,person; dachshund; large; St. Bernard; eel; sun;person; sun,2,,myself,
久,1092,long time,bound up; person; mummy,人,1,long time,
畝,1093,furrow,top hat; rice field; brains; long time; mummy; bound up; person,lid|田|人,3,furrow,
囚,1094,captured,pent in; person,囗|人,2,captured,
内,1095,inside,person; belt,人,1,inside,
丙,1096,third class,one; ceiling; inside; person; belt,一|人,2,third class,
柄,1097,design,tree; wood; third class; one; ceiling; inside; person; belt,木|一|人,3,design,
肉,1098,meat,person; inside; belt; person,人,1,meat,
腐,1099,rot,borough; municipality; cave; adhere; sellotape; person; glue; meat; inside; belt; person,人,1,rot,
座,1100,sit,squat; cave; shire; assembly line; person; soil; dirt; ground,人|土,2,sit,
挫,1101,sprain,finger; fingers; sitting in meditation; assembly line; person; soil; dirt; ground,人|土,2,sprain,
卒,1102,graduate,top hat; assembly line; person; ten; needle,lid|人|十,3,graduate,
傘,1103,umbrella,assembly line; person; ten; needle,人|十,2,umbrella,
匁,1104,monme,bound up; tucked under the arm,,0,monme,
以,1105,by means of,plow; drop; person,丶|人,2,by means of,
似,1106,similar,becoming; person; by means of; plow; drop; person,人|丶,2,similar,
併,1107,join,person; puzzle; horns; two hands,人|horns,2,join,
瓦,1108,tile,one; ceiling; cane; stick; drop; fishhook; ice,一|丶,2,tile,
瓶,1109,flower pot,puzzle; horns; two hands; tile; one; ceiling; cane; stick; drop; fishhook; ice,horns|一|丶,3,flower pot,
宮,1110,Shinto shrine,shinto shrine; house; spine; mouth; drop,口|丶,2,Shinto shrine,
営,1111,occupation,schoolhouse; owl; crown; spine; mouth; drop,口|丶,2,occupation,
善,1112,virtuous,sheep; horns; mouth,horns|口,2,virtuous,
膳,1113,dining tray,moon; virtuous; sheep; horns; mouth,月|horns|口,4,dining tray,
年,1114,year,sign of the horse; sunglasses,,0,year,
夜,1115,night,top hat; person; walking legs; drop,lid|人|丶,3,night,
液,1116,fluid,water; water droplets; water pistol; night; top hat; person; walking legs; drop,水|lid|人|丶,4,fluid,
塚,1117,hillock,soil; dirt; ground; crown; pig; sow,土,1,hillock,
幣,1118,cash,shredder; small; little; belt; taskmaster; towel,小,1,cash,
蔽,1119,cover over,flowers; shredder; small; little; belt; taskmaster,小,1,cover over,
弊,1120,abuse,shredder; small; little; belt; taskmaster; two hands,小,1,abuse,
喚,1121,yell,mouth; bound up; four; large; St. Bernard,口,1,yell,
換,1122,interchange,finger; fingers; bound up; four; large; St. Bernard,,0,interchange,
融,1123,dissolve,tripod; one; ceiling; mouth; hood; human legs; street; nail; spike; insect,一|口|legs,3,dissolve,
施,1124,alms,banner; direction; compass; direction; reclining; lying down; scorpion,,0,alms,
旋,1125,rotation,banner; direction; compass; direction; reclining; lying down; zoo; critters,,0,rotation,
遊,1126,play,banner; direction; compass; direction; reclining; lying down; child; road,子,1,play,
旅,1127,trip,banner; direction; compass; direction; reclining; lying down; Carol in rags; person; rag,人,1,trip,
勿,1128,not,knot; piglet’s tail,,0,not,
物,1129,thing,cow; knot; piglet’s tail,,0,thing,
易,1130,easy,sun; knot; piglet’s tail,日,1,easy,
賜,1131,grant,shell; easy; sun; knot; piglet’s tail,貝|目|legs|split|日,5,grant,
尿,1132,urine,flag; water,水,1,urine,
尼,1133,nun,flag; spoon; sitting on the ground,,0,nun,
尻,1134,buttocks,flag; nine; baseball,ball,1,buttocks,
泥,1135,mud,water; water droplets; water pistol; nun; flag; spoon; sitting on the ground,水,1,mud,
塀,1136,fence,soil; dirt; ground; folding screen; flag; puzzle; horns; two hands,土|horns,2,fence,
履,1137,footgear,flag; restore; Nelson; column; going; line; fold back; double back; reclining; lying down; sun; walking legs,一|日,2,footgear,
屋,1138,roof,flag; climax; wall; one; ceiling; elbow; soil; dirt; ground,一|土,2,roof,
握,1139,grip,finger; fingers; roof; flag climax; wall; one; ceiling; elbow; soil; dirt; ground,宀|一|土,3,grip,
屈,1140,yield,flag; exit,,0,yield,
掘,1141,dig,finger; fingers; yield; flag; exit,,0,dig,
堀,1142,ditch,moat; soil; dirt; ground; yield; flag; exit,土,1,ditch,
居,1143,reside,flag; old; tombstone; gravestone; church; ten; needle; mouth,十|口,2,reside,
据,1144,set,finger; fingers; reside; flag; old; tombstone; gravestone; church; ten; needle; mouth,十|口,2,set,
裾,1145,hem,cloak; reside; flag; old; tombstone; gravestone; church; ten; needle; mouth,十|口,2,hem,
層,1146,stratum,flag; increase; formerly; horns; rice field; brains; sun;horns; field; sun,3,,stratum,
局,1147,bureau,flag; phrase; bound up; mouth,口,1,bureau,
遅,1148,slow,flag; sheep; road,,0,slow,
漏,1149,leak,water; water droplets; water pistol; flag; rain; weather,水,1,leak,
刷,1150,printing,flag; towel; sword; sabre; saber,,0,printing,
尺,1151,shaku,flag; stick,,0,shaku,
尽,1152,exhaust,shaku-hachi; flag; stick; ice,,0,exhaust,
沢,1153,swamp,water; water droplets; water pistol; shaku-hachi; flag; stick,水,1,swamp,
訳,1154,translate,say; words; keitai; mouth; shaku-hachi; flag; stick,口,1,translate,
択,1155,choose,finger; fingers; shaku-hachi; flag; stick,,0,choose,
昼,1156,daytime,shaku-hachi; flag; stick; nightbreak; sun; one; floor,日|一,2,daytime,
戸,1157,door,one; flag,一,1,door,
肩,1158,shoulder,door; one; ceiling; flag; moon,一|月,3,shoulder,
房,1159,tassel,door; one; ceiling; flag; compass; direction,一,1,tassel,
扇,1160,fan,door; one; ceiling; flag; feathers; wings,一,1,fan,
炉,1161,hearth,hearth-fire; door; one; ceiling; flag,一,1,hearth,
戻,1162,re-,door; one; ceiling; flag; large; St. Bernard,一,1,re-,
涙,1163,tears,water; water droplets; water pistol; re-; door; one; ceiling; flag; large; St. Bernard,水|一,2,tears,
雇,1164,employ,door; one; ceiling; flag; turkey,一,1,employ,
顧,1165,look back,employ; door; one; ceiling; flag; turkey; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,一|丶|貝|目|legs|split,6,look back,
啓,1166,disclose,bouncer; door; one; ceiling; flag; taskmaster; mouth,一|口,2,disclose,
示,1167,show,altar; two; small,一|小,2,show,
礼,1168,salutation,salute; altar; fishhook,,0,salutation,
祥,1169,auspicious,altar; sheep,,0,auspicious,
祝,1170,celebrate,altar; elder brother; teenager; mouth; human legs,口|legs,2,celebrate,
福,1171,blessing,altar; wealth; one; ceiling; mouth; rice field; brains,一|口|田,3,blessing,
祉,1172,welfare,altar; stop; footprint,,0,welfare,
社,1173,company,altar; soil; dirt; ground,土,1,company,
視,1174,inspection,altar; see; telescope; eye; human legs,目|legs,2,inspection,
奈,1175,Nara,nara; large; St. Bernard; altar; show; two; small,一|小,2,Nara,
尉,1176,military officer,flag; altar; show; two; small; glue,一|小,2,military officer,
慰,1177,consolation,military officer; flag; altar; show; two; small; glue; heart,一|小,2,consolation,
款,1178,goodwill,samurai; altar; show; two; small; lack; yawn,一|小,2,goodwill,
禁,1179,prohibition,grove; tree; wood; altar; show; two; small,木|一|小,3,prohibition,
襟,1180,collar,cloak; prohibition; grove; tree; wood; altar; show; two; small,木|一|小,3,collar,
宗,1181,religion,house; altar; show; two; small,一|小,2,religion,
崇,1182,adore,mountain; religion; house; altar; show; two; small,一|小,2,adore,
祭,1183,ritual,moon; crotch; altar; show; two; small,月|一|小,4,ritual,
察,1184,guess,house; ritual; moon; crotch; altar; show; two; small,月|一|小,4,guess,
擦,1185,grate,finger; fingers; guess; house; ritual; moon; crotch; altar; show; two; small,月|一|小,4,grate,
由,1186,wherefore,sprout; shoot,,0,wherefore,
抽,1187,pluck,finger; fingers; sprout; shoot,,0,pluck,
油,1188,oil,water; water droplets; water pistol; sprout; shoot,水,1,oil,
袖,1189,sleeve,cloak; sprout; shoot,,0,sleeve,
宙,1190,mid-air,house; sprout; shoot,,0,mid-air,
届,1191,deliver,flag; sprout; shoot,,0,deliver,
笛,1192,flute,bamboo; sprout; shoot,,0,flute,
軸,1193,axis,car; sprout; shoot,,0,axis,
甲,1194,armor,armour; roots,,0,armor,
押,1195,push,finger; fingers; armour; armor; roots,,0,push,
岬,1196,headland,mountain; armour; armor; roots,,0,headland,
挿,1197,insert,finger; fingers; thousand; armour; armor; roots,,0,insert,
申,1198,speaketh,monkey; sun; stick,日,1,speaketh,
伸,1199,expand,person; monkey; sun; stick,人|日,2,expand,
神,1200,gods,altar; monkey; sun; stick,日,1,gods,
捜,1201,search,finger; fingers; Buddha’s hand; monkey; sun; stick; crotch,日,1,search,
果,1202,fruit,rice field; brains; tree; wood,田|木,2,fruit,
菓,1203,confectionary,flowers; fruit; rice field; brains; tree; wood,田|木,2,confectionary,
課,1204,chapter,say; words; keitai; mouth; fruit; rice field; brains; tree; wood,口|田|木,3,chapter,
裸,1205,naked,cloak; fruit; rice field; brains; tree; wood,田|木,2,naked,
斤,1206,ax,axe,,0,ax,
析,1207,chop,tree; wood; axe,木,1,chop,
所,1208,place,door; one; ceiling; flag; axe,一,1,place,
祈,1209,pray,altar; axe,,0,pray,
近,1210,near,axe; road,,0,near,
折,1211,fold,finger; fingers; axe,,0,fold,
哲,1212,philosophy,fold; finger; fingers; axe; mouth,口,1,philosophy,
逝,1213,departed,fold; finger; fingers; axe; road,,0,departed,
誓,1214,vow,fold; finger; fingers; axe; say; words; keitai; mouth,口,1,vow,
斬,1215,chop off,executioner; car; axe,,0,chop off,
暫,1216,temporarily,executioner; chop off; car; axe; sun;sun,1,,temporarily,
漸,1217,steadily,water; water droplets; water pistol; executioner; chop off; car; axe,水,1,steadily,
断,1218,severance,fishhook; rice; axe,,0,severance,
質,1219,substance,axe; shellfish; clam; oyster; eye; animal legs; eight,貝|目|legs|split,4,substance,
斥,1220,reject,axe; drop,丶,1,reject,
訴,1221,accusation,say; words; keitai; mouth; reject; axe; drop,口|丶,2,accusation,
昨,1222,yesterday,sun; saw,日,1,yesterday,
詐,1223,lie,say; words; keitai; mouth; saw,口,1,lie,
作,1224,make,person; saw,人,1,make,
雪,1225,snow,rain; weather; broom,,0,snow,
録,1226,record,metal; gold; dustpan; broom; grains of rice,金,1,record,
剥,1227,peel off,,,0,peel off,
尋,1228,inquire,broom; craft; mouth; glue,口,1,inquire,
急,1229,hurry,bound up; broom; heart,,0,hurry,
穏,1230,calm,wheat; cereal; hideaway; claw; vulture; broom; heart,,0,calm,
侵,1231,encroach,person; French maid; tickle; broom; crown; crotch,人,1,encroach,
浸,1232,immersed,water; water droplets; water pistol; French maid; tickle; broom; crown; crotch,水,1,immersed,
寝,1233,lie down,house; turtle; French maid; tickle; broom; crown; crotch,,0,lie down,
婦,1234,lady,woman; feather duster; broom; apron; crown; towel,女,1,lady,
掃,1235,sweep,finger; fingers; feather duster; broom; apron; crown; towel,,0,sweep,
当,1236,hit,small; broom,小,1,hit,
彙,1237,glossary,broken broom; mutual; crown; fruit; rice field; brains; tree; wood; broom*,田|木,2,glossary,
争,1238,contend,bound up; rake,,0,contend,
浄,1239,clean,water; water droplets; water pistol; contend; bound up; rake,水,1,clean,
事,1240,matter,one; ceiling; mouth; rake,一|口,2,matter,
唐,1241,T'ang,T’ang; cave; rake; mouth,口,1,T'ang,
